Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
luccas neto em um natal muito divertido  luccas neto em um natal muito atrapalhado,1,Is title 'luccas neto em um natal muito divertido  luccas neto em um natal muito atrapalhado' original Netflix content?,Answer: No,82,"Is Netflix title 'luccas neto em um natal muito divertido  luccas neto em um natal muito atrapalhado' a Series, Movie, or Documentary?",Answer Movie
morran och tobias  som en sknk frn ovan  morran  tobias  som en sknk frn ovan,1,Is title 'morran och tobias  som en sknk frn ovan  morran  tobias  som en sknk frn ovan' original Netflix content?,Answer: No,77,"Is Netflix title 'morran och tobias  som en sknk frn ovan  morran  tobias  som en sknk frn ovan' a Series, Movie, or Documentary?",Answer Series
the chaos class goes to cyprus summer games  hababam snf kbrsta yaz oyunlar,1,Is title 'the chaos class goes to cyprus summer games  hababam snf kbrsta yaz oyunlar' original Netflix content?,Answer No,75,"Is Netflix title 'the chaos class goes to cyprus summer games  hababam snf kbrsta yaz oyunlar' a Series, Movie, or Documentary?",Answer Movie
the photographer murder in pinamar  el fotgrafo y el cartero el crimen de cabezas,1,Is title 'the photographer murder in pinamar  el fotgrafo y el cartero el crimen de cabezas' original Netflix content?,Answer No,81,"Is Netflix title 'the photographer murder in pinamar  el fotgrafo y el cartero el crimen de cabezas' a Series, Movie, or Documentary?",Answer Series
cant write a life without scenario,1,Is title 'cant write a life without scenario' original Netflix content?,Answer: No,34,"Is Netflix title 'cant write a life without scenario' a Series, Movie, or Documentary?",Answer: None of the above.
elite short stories patrick,1,Is title 'elite short stories patrick' original Netflix content?,Answer Yes,27,"Is Netflix title 'elite short stories patrick' a Series, Movie, or Documentary?",Answer Series
bangkok love stories innocence,1,Is title 'bangkok love stories innocence' original Netflix content?,Answer Yes,30,"Is Netflix title 'bangkok love stories innocence' a Series, Movie, or Documentary?",Answer Series
doraemon the movie nobita and the giants legend of green planet,1,Is title 'doraemon the movie nobita and the giants legend of green planet' original Netflix content?,Answer No,63,"Is Netflix title 'doraemon the movie nobita and the giants legend of green planet' a Series, Movie, or Documentary?",Answer Movie
willy fog la vuelta al mundo en 80 dias  willy fog la vuelta al mundo en 80 das,1,Is title 'willy fog la vuelta al mundo en 80 dias  willy fog la vuelta al mundo en 80 das' original Netflix content?,Answer No,79,"Is Netflix title 'willy fog la vuelta al mundo en 80 dias  willy fog la vuelta al mundo en 80 das' a Series, Movie, or Documentary?",Answer Series
bananaman live  bananaman live 20122006  bananaman live   20122006,1,Is title 'bananaman live  bananaman live 20122006  bananaman live   20122006' original Netflix content?,Answer No,66,"Is Netflix title 'bananaman live  bananaman live 20122006  bananaman live   20122006' a Series, Movie, or Documentary?",Answer Series
doraemon the movie nobitas diary on the creation of the world,1,Is title 'doraemon the movie nobitas diary on the creation of the world' original Netflix content?,Answer No,61,"Is Netflix title 'doraemon the movie nobitas diary on the creation of the world' a Series, Movie, or Documentary?",Answer Movie
more than blue the series,1,Is title 'more than blue the series' original Netflix content?,Answer No,25,"Is Netflix title 'more than blue the series' a Series, Movie, or Documentary?",Answer Series
doraemon the movie nobitas chronicle of the moon exploration,1,Is title 'doraemon the movie nobitas chronicle of the moon exploration' original Netflix content?,Answer No,60,"Is Netflix title 'doraemon the movie nobitas chronicle of the moon exploration' a Series, Movie, or Documentary?",Answer Movie
who were we running from limited series  biz kimden kayorduk anne mini dizi,1,Is title 'who were we running from limited series  biz kimden kayorduk anne mini dizi' original Netflix content?,Answer: No,75,"Is Netflix title 'who were we running from limited series  biz kimden kayorduk anne mini dizi' a Series, Movie, or Documentary?",Answer Series
aggretsuko we wish you a metal christmas  we wish you a metal christmas,1,Is title 'aggretsuko we wish you a metal christmas  we wish you a metal christmas' original Netflix content?,Answer Yes,71,"Is Netflix title 'aggretsuko we wish you a metal christmas  we wish you a metal christmas' a Series, Movie, or Documentary?",Answer Series
the sun stands still the eclipse,1,Is title 'the sun stands still the eclipse' original Netflix content?,Answer No,32,"Is Netflix title 'the sun stands still the eclipse' a Series, Movie, or Documentary?",Answer Documentary
doraemon the movie nobitas great adventure in the south seas,1,Is title 'doraemon the movie nobitas great adventure in the south seas' original Netflix content?,Answer No,60,"Is Netflix title 'doraemon the movie nobitas great adventure in the south seas' a Series, Movie, or Documentary?",Answer Movie
